age_,Beta,Gamma,ProbOfAlive
26.000000000000000000000000000000000000000000000000000000000000,1.064914099999999974599518282047938555479049682617187500000000,1.040160470699527994753452730947174131870269775390625000000000,1.000000000000000000000000000000000000000000000000000000000000
27.000000000000000000000000000000000000000000000000000000000000,1.057996799999999959496221890731249004602432250976562500000000,1.039802717034765455750289220304694026708602905273437500000000,1.000000000000000000000000000000000000000000000000000000000000
28.000000000000000000000000000000000000000000000000000000000000,1.051421699999999903596403783012647181749343872070312500000000,1.039355697982424775460685850703157484531402587890625000000000,1.000000000000000000000000000000000000000000000000000000000000
29.000000000000000000000000000000000000000000000000000000000000,1.045179000000000080206064012600108981132507324218750000000000,1.038825761721686502525585638068150728940963745117187500000000,1.000000000000000000000000000000000000000000000000000000000000
30.000000000000000000000000000000000000000000000000000000000000,1.039259099999999991226218298834282904863357543945312500000000,1.038215111722489147894066263688728213310241699218750000000000,1.000000000000000000000000000000000000000000000000000000000000
31.000000000000000000000000000000000000000000000000000000000000,1.033652900000000096625285550544504076242446899414062500000000,1.037525965710099473682248572004027664661407470703125000000000,1.000000000000000000000000000000000000000000000000000000000000
32.000000000000000000000000000000000000000000000000000000000000,1.028351900000000096468966148677282035350799560546875000000000,1.036763664305387910857803035469260066747665405273437500000000,1.000000000000000000000000000000000000000000000000000000000000
33.000000000000000000000000000000000000000000000000000000000000,1.023347699999999971254283082089386880397796630859375000000000,1.035930441319812045364301411609631031751632690429687500000000,1.000000000000000000000000000000000000000000000000000000000000
34.000000000000000000000000000000000000000000000000000000000000,1.018632299999999935025130071153398603200912475585937500000000,1.035029573770069211136046760657336562871932983398437500000000,1.000000000000000000000000000000000000000000000000000000000000
35.000000000000000000000000000000000000000000000000000000000000,1.014197900000000096554231276968494057655334472656250000000000,1.034065375593458790959289217425975948572158813476562500000000,1.000000000000000000000000000000000000000000000000000000000000
36.000000000000000000000000000000000000000000000000000000000000,1.010037300000000026756197257782332599163055419921875000000000,1.033040091365925894351107672264333814382553100585937500000000,1.000000000000000000000000000000000000000000000000000000000000
37.000000000000000000000000000000000000000000000000000000000000,1.006143299999999962679453346936497837305068969726562500000000,1.031957000490566489503407865413464605808258056640625000000000,1.000000000000000000000000000000000000000000000000000000000000
38.000000000000000000000000000000000000000000000000000000000000,1.002509199999999989216803442104719579219818115234375000000000,1.030820410252271113193955898168496787548065185546875000000000,1.000000000000000000000000000000000000000000000000000000000000
